444,4,0.25,20,50,5,50
445,5,0.03,0.25,200,0,0
445,6,0.025,0.5,200,0,0
445,7,0.02,1.25,200,0,0
446,7,0.005,10,100,0,0
446,8,0.001,30,50,0,0
447,6,0.8,0.5,50,0,0
447,7,0.01,5,50,0,0
447,8,0.005,10,50,0,0
448,8,0.00011,100,100,0,0
449,8,0.000055,100,100,0,0
448,9,0.000074,100,100,0,0
449,9,0.000037,100,100,0,0
448,10,0.000056,100,100,0,0
449,10,0.000028,100,100,0,0
448,11,0.000044,100,100,0,0
449,11,0.000022,100,100,0,0
448,12,0.000037,100,100,0,0
449,12,0.0000185,100,100,0,0
448,13,0.000032,100,100,0,0
449,13,0.000016,100,100,0,0
448,14,0.000028,100,100,0,0
449,14,0.000014,100,100,0,0
448,15,0.000025,100,100,0,0
449,15,0.0000125,100,100,0,0
448,16,0.000022,100,100,0,0
449,16,0.000011,100,100,0,0
