406,5,40,20,100,50,1,0.06,459,1,1,1,1,1,1,0.1,0.1,0.1,0.5
406,6,12,6,30,50,2,0.045,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
408,6,8.5,4.5,20,50,4,0.045,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
409,6,8.5,4.5,20,50,4,0.045,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
407,6,6,3,15,50,8,0.05,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
410,6,5,2.5,12.5,50,20,0.05,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
411,6,5,2.5,12.5,50,20,0.05,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
406,7,10,5,25,50,5,0.04,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
408,7,8,4,20,50,10,0.04,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
409,7,8,4,20,50,10,0.04,459,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
407,7,5,2.5,12.5,50,20,0.045,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
410,7,4.25,2.25,10,50,40,0.045,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
411,7,4.25,2.25,10,50,40,0.045,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
414,6,30,18,60,50,1,0.04,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
412,6,20,12,40,50,2,0.04,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
416,6,10,6,20,50,6,0.045,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
414,7,20,12,40,50,2,0.035,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
412,7,14,8,30,50,4,0.035,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
413,7,12,6,30,50,6,0.035,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
416,7,8,4,20,50,10,0.04,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
417,7,6,3,15,50,20,0.04,460,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
474,8,6,3,15,50,6,0.03,-1,1.2,1,1,1,1,0.15,0.1,0.1,0.1,0.5
475,8,4,2,10,50,12,0.03,-1,1.2,1,1,1,1,0.15,0.1,0.1,0.1,0.5
476,8,4,2,10,50,12,0.03,-1,1.2,1,1,1,1,0.15,0.1,0.1,0.1,0.5
477,8,4,1.5,12.5,50,20,0.04,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
478,8,2.5,1,7.5,50,40,0.04,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
479,8,2.5,1,7.5,50,40,0.04,461,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
480,8,3,1.2,9,50,30,0.25,467,1,1,1,1,1,0.15,0.1,0.1,0.1,0.5
