5086,8,1000,1,0,0
5086,9,500,1,0,0
5086,10,250,1,0,0
5087,8,5000,3,0,0
5087,9,2500,3,0,0
5087,10,1250,3,0,0
5088,8,500,2,0,0
5088,9,250,2,0,0
5088,10,125,2,0,0
5093,8,2000,2,2,0
5093,9,1000,2,2,0
5093,10,500,2,2,0
5089,8,400,1,0,0
5089,9,200,1,0,0
5089,10,100,1,0,0
5085,8,2000,1,2,0
5085,9,1000,1,2,0
5085,10,500,1,2,0
5092,8,45000,4,2,12
5092,9,22500,4,2,12
5092,10,11250,4,2,12
5104,8,8000,4,0,0
5104,9,4000,4,0,0
5104,10,2000,4,0,0
5094,8,20000,5,0,0
5094,9,10000,5,0,0
5094,10,5000,5,0,0
5095,8,4000,1,0,0
5095,9,2000,1,0,0
5095,10,1000,1,0,0
5107,8,2000,1,0,0
5107,9,1000,1,0,0
5107,10,500,1,0,0
5096,8,8000,2,0,12
5096,9,4000,2,0,12
5096,10,2000,2,0,12
5105,8,3000,2,0,12
5105,9,1500,2,0,12
5105,10,750,2,0,12
5090,8,1000,1,2,0
5090,9,500,1,2,0
5090,10,250,1,2,0
5091,8,8000,3,0,0
5091,9,4000,3,0,0
5091,10,2000,3,0,0
5108,9,10000,7,0,0
