5018,6,20,0.4,1000,0.25
5018,7,5,0.1,4000,0.25
5018,8,2,0.04,1000,0.25
5018,9,1,0.02,500,0.25
5018,10,0.5,0.01,250,0.25
5018,11,0.25,0.005,125,0.25
5109,7,10,0.2,20000,0.5
5109,8,4,0.08,5000,0.5
5109,9,2,0.04,2500,0.5
5109,10,1,0.02,1250,0.5
5109,11,0.5,0.001,625,0.5
5110,7,250,5,400000,12.5
5110,8,100,2,100000,12.5
5110,9,50,1,50000,12.5
5110,10,25,0.5,25000,12.5
5110,11,12.5,0.25,12500,12.5
5111,8,3,0.06,5000,0.25
5111,9,1.5,0.03,2500,0.25
5111,10,0.75,0.015,1250,0.25
5111,11,0.375,0.0075,625,0.25
5019,8,4,0.08,5000,0.5
5019,9,2,0.04,2500,0.5
5019,10,1,0.02,1250,0.5
5019,11,0.5,0.001,625,0.5
5050,6,20,0.4,1000,0.25
5050,7,10,0.2,2000,0.25
5050,7,5,0.1,4000,0.25
5050,8,2,0.04,1000,0.25
5050,9,1,0.02,500,0.25
5050,10,0.5,0.01,250,0.25
5050,11,0.25,0.005,125,0.25
5051,6,20,0.4,1000,0.25
5051,7,10,0.2,2000,0.25
5051,7,5,0.1,4000,0.25
5051,8,2,0.04,1000,0.25
5051,9,1,0.02,500,0.25
5051,10,0.5,0.01,250,0.25
5051,11,0.25,0.005,125,0.25
