5059,6,5,0.1,200,0
5102,6,5,0.1,2000,0
5103,7,10,0.2,10000,0.01
5103,9,5,0.1,5000,0.01
5103,10,2.5,0.05,2500,0.01
5060,5,4000,400,25000,0.01
5060,6,3000,300,50000,0.01
5060,7,2000,200,250000,0.01
5061,7,10,0.2,5000,0.01
5061,8,0.01,0.01,500,0.01
5061,9,0.01,0.01,250,0.01
5062,7,10,0.2,20000,0.01
5062,8,0.01,0.01,2000,0.01
5062,9,0.01,0.01,1000,0.01
5063,7,10,0.2,4000,0.01
5063,8,4,0.08,1000,0.01
5063,9,2,0.04,500,0.01
5064,7,5,0.1,2000,0.01
5064,8,2,0.04,500,0.01
5064,9,1,0.02,250,0.01
5065,7,20,0.4,10000,0.01
5065,8,10,0.2,5000,0.01
5065,9,5,0.1,2500,0.01
